"Step","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_4 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_4 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_4 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_3 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_3 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_3 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_2 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_2 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_2 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_1 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_1 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_1 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_0 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_0 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s100_0 - train/loss__MAX"
"10","0.05201391875743866","0.05201391875743866","0.05201391875743866","0.054460056126117706","0.054460056126117706","0.054460056126117706","0.04657652601599693","0.04657652601599693","0.04657652601599693","0.05253631994128227","0.05253631994128227","0.05253631994128227","0.04403224214911461","0.04403224214911461","0.04403224214911461"
"11","0.04794851318001747","0.04794851318001747","0.04794851318001747","0.052974291145801544","0.052974291145801544","0.052974291145801544","0.04877700284123421","0.04877700284123421","0.04877700284123421","0.0513874851167202","0.0513874851167202","0.0513874851167202","0.0428735576570034","0.0428735576570034","0.0428735576570034"
"12","0.048448290675878525","0.048448290675878525","0.048448290675878525","0.05340144783258438","0.05340144783258438","0.05340144783258438","0.04740758612751961","0.04740758612751961","0.04740758612751961","0.04957624897360802","0.04957624897360802","0.04957624897360802","0.04134536162018776","0.04134536162018776","0.04134536162018776"
"13","0.047379374504089355","0.047379374504089355","0.047379374504089355","0.05359966680407524","0.05359966680407524","0.05359966680407524","0.044987063854932785","0.044987063854932785","0.044987063854932785","0.05058318376541138","0.05058318376541138","0.05058318376541138","0.041317619383335114","0.041317619383335114","0.041317619383335114"
"14","0.0464237704873085","0.0464237704873085","0.0464237704873085","0.0526466891169548","0.0526466891169548","0.0526466891169548","0.044032033532857895","0.044032033532857895","0.044032033532857895","0.04735001549124718","0.04735001549124718","0.04735001549124718","0.04072664678096771","0.04072664678096771","0.04072664678096771"
"15","0.051564909517765045","0.051564909517765045","0.051564909517765045","0.05262388288974762","0.05262388288974762","0.05262388288974762","0.043076518923044205","0.043076518923044205","0.043076518923044205","0.04531475529074669","0.04531475529074669","0.04531475529074669","0.039972346276044846","0.039972346276044846","0.039972346276044846"
"16","0.04674128070473671","0.04674128070473671","0.04674128070473671","0.05157909169793129","0.05157909169793129","0.05157909169793129","0.04261300712823868","0.04261300712823868","0.04261300712823868","0.04589612036943436","0.04589612036943436","0.04589612036943436","0.039782989770174026","0.039782989770174026","0.039782989770174026"
"17","0.04418419301509857","0.04418419301509857","0.04418419301509857","0.04994881898164749","0.04994881898164749","0.04994881898164749","0.041961465030908585","0.041961465030908585","0.041961465030908585","0.04430617392063141","0.04430617392063141","0.04430617392063141","0.039787206798791885","0.039787206798791885","0.039787206798791885"
"18","0.04454868659377098","0.04454868659377098","0.04454868659377098","0.049925509840250015","0.049925509840250015","0.049925509840250015","0.040971290320158005","0.040971290320158005","0.040971290320158005","0.04290519654750824","0.04290519654750824","0.04290519654750824","0.03966788202524185","0.03966788202524185","0.03966788202524185"
"19","0.04235056787729263","0.04235056787729263","0.04235056787729263","0.049330029636621475","0.049330029636621475","0.049330029636621475","0.04040440544486046","0.04040440544486046","0.04040440544486046","0.04138790816068649","0.04138790816068649","0.04138790816068649","0.03913344815373421","0.03913344815373421","0.03913344815373421"
"20","0.04436185210943222","0.04436185210943222","0.04436185210943222","0.04840588942170143","0.04840588942170143","0.04840588942170143","0.039895884692668915","0.039895884692668915","0.039895884692668915","0.04009122774004936","0.04009122774004936","0.04009122774004936","0.03951312229037285","0.03951312229037285","0.03951312229037285"
"21","0.04156757518649101","0.04156757518649101","0.04156757518649101","0.048346247524023056","0.048346247524023056","0.048346247524023056","0.03981431573629379","0.03981431573629379","0.03981431573629379","0.04018012434244156","0.04018012434244156","0.04018012434244156","0.03953048959374428","0.03953048959374428","0.03953048959374428"
"22","0.04066765680909157","0.04066765680909157","0.04066765680909157","0.04803108051419258","0.04803108051419258","0.04803108051419258","0.0397774912416935","0.0397774912416935","0.0397774912416935","0.039948027580976486","0.039948027580976486","0.039948027580976486","0.039407648146152496","0.039407648146152496","0.039407648146152496"
"23","0.040702883154153824","0.040702883154153824","0.040702883154153824","0.045703474432229996","0.045703474432229996","0.045703474432229996","0.039884649217128754","0.039884649217128754","0.039884649217128754","0.03928694501519203","0.03928694501519203","0.03928694501519203","0.03894023969769478","0.03894023969769478","0.03894023969769478"
"24","0.04056520015001297","0.04056520015001297","0.04056520015001297","0.04385726898908615","0.04385726898908615","0.04385726898908615","0.03914477303624153","0.03914477303624153","0.03914477303624153","0.03890754282474518","0.03890754282474518","0.03890754282474518","0.038681235164403915","0.038681235164403915","0.038681235164403915"
"25","0.04171447828412056","0.04171447828412056","0.04171447828412056","0.0434083417057991","0.0434083417057991","0.0434083417057991","0.03909529000520706","0.03909529000520706","0.03909529000520706","0.03892502933740616","0.03892502933740616","0.03892502933740616","0.03824051842093468","0.03824051842093468","0.03824051842093468"
"26","0.0407862588763237","0.0407862588763237","0.0407862588763237","0.04229959473013878","0.04229959473013878","0.04229959473013878","0.03939099609851837","0.03939099609851837","0.03939099609851837","0.03869422525167465","0.03869422525167465","0.03869422525167465","0.038253508508205414","0.038253508508205414","0.038253508508205414"
"27","0.040064290165901184","0.040064290165901184","0.040064290165901184","0.041913311928510666","0.041913311928510666","0.041913311928510666","0.03894824907183647","0.03894824907183647","0.03894824907183647","0.038464583456516266","0.038464583456516266","0.038464583456516266","0.03832864388823509","0.03832864388823509","0.03832864388823509"
"28","0.04010896012187004","0.04010896012187004","0.04010896012187004","0.04028547555208206","0.04028547555208206","0.04028547555208206","0.03849959746003151","0.03849959746003151","0.03849959746003151","0.03790788725018501","0.03790788725018501","0.03790788725018501","0.03834876790642738","0.03834876790642738","0.03834876790642738"
"29","0.0396801233291626","0.0396801233291626","0.0396801233291626","0.03919310122728348","0.03919310122728348","0.03919310122728348","0.037991657853126526","0.037991657853126526","0.037991657853126526","0.03801485523581505","0.03801485523581505","0.03801485523581505","0.038718175143003464","0.038718175143003464","0.038718175143003464"
"30","0.039786916226148605","0.039786916226148605","0.039786916226148605","0.0391538105905056","0.0391538105905056","0.0391538105905056","0.038351912051439285","0.038351912051439285","0.038351912051439285","0.03796705976128578","0.03796705976128578","0.03796705976128578","0.038459088653326035","0.038459088653326035","0.038459088653326035"
"31","0.039389051496982574","0.039389051496982574","0.039389051496982574","0.0389992855489254","0.0389992855489254","0.0389992855489254","0.03873380273580551","0.03873380273580551","0.03873380273580551","0.03791476786136627","0.03791476786136627","0.03791476786136627","0.03802258148789406","0.03802258148789406","0.03802258148789406"
"32","0.039128948003053665","0.039128948003053665","0.039128948003053665","0.03943171724677086","0.03943171724677086","0.03943171724677086","0.03857013210654259","0.03857013210654259","0.03857013210654259","0.03743856027722359","0.03743856027722359","0.03743856027722359","0.0376540906727314","0.0376540906727314","0.0376540906727314"
"33","0.040168799459934235","0.040168799459934235","0.040168799459934235","0.03923702612519264","0.03923702612519264","0.03923702612519264","0.038820818066596985","0.038820818066596985","0.038820818066596985","0.0377037413418293","0.0377037413418293","0.0377037413418293","0.037587281316518784","0.037587281316518784","0.037587281316518784"
"34","0.03869793936610222","0.03869793936610222","0.03869793936610222","0.038970254361629486","0.038970254361629486","0.038970254361629486","0.03896978870034218","0.03896978870034218","0.03896978870034218","0.0375605933368206","0.0375605933368206","0.0375605933368206","0.03744781017303467","0.03744781017303467","0.03744781017303467"
"35","0.03877713903784752","0.03877713903784752","0.03877713903784752","0.03861786797642708","0.03861786797642708","0.03861786797642708","0.03807411342859268","0.03807411342859268","0.03807411342859268","0.03744637221097946","0.03744637221097946","0.03744637221097946","0.037421490997076035","0.037421490997076035","0.037421490997076035"
"36","0.03868634253740311","0.03868634253740311","0.03868634253740311","0.038386423140764236","0.038386423140764236","0.038386423140764236","0.03773801773786545","0.03773801773786545","0.03773801773786545","0.03725944459438324","0.03725944459438324","0.03725944459438324","0.0374448262155056","0.0374448262155056","0.0374448262155056"
"37","0.039465632289648056","0.039465632289648056","0.039465632289648056","0.03827393427491188","0.03827393427491188","0.03827393427491188","0.038986194878816605","0.038986194878816605","0.038986194878816605","0.03713640943169594","0.03713640943169594","0.03713640943169594","0.037569329142570496","0.037569329142570496","0.037569329142570496"
"38","0.03852321207523346","0.03852321207523346","0.03852321207523346","0.03787031024694443","0.03787031024694443","0.03787031024694443","0.037873681634664536","0.037873681634664536","0.037873681634664536","0.03711438179016113","0.03711438179016113","0.03711438179016113","0.03746882826089859","0.03746882826089859","0.03746882826089859"
"39","0.038863979279994965","0.038863979279994965","0.038863979279994965","0.0382642038166523","0.0382642038166523","0.0382642038166523","0.03740135207772255","0.03740135207772255","0.03740135207772255","0.036994677037000656","0.036994677037000656","0.036994677037000656","0.037276461720466614","0.037276461720466614","0.037276461720466614"
"40","0.040826015174388885","0.040826015174388885","0.040826015174388885","0.03816678747534752","0.03816678747534752","0.03816678747534752","0.03803246095776558","0.03803246095776558","0.03803246095776558","0.03666721284389496","0.03666721284389496","0.03666721284389496","0.03699047863483429","0.03699047863483429","0.03699047863483429"
"41","0.04057532548904419","0.04057532548904419","0.04057532548904419","0.037883467972278595","0.037883467972278595","0.037883467972278595","0.03839951008558273","0.03839951008558273","0.03839951008558273","0.03684650734066963","0.03684650734066963","0.03684650734066963","0.03714678809046745","0.03714678809046745","0.03714678809046745"
"42","0.042169246822595596","0.042169246822595596","0.042169246822595596","0.038713209331035614","0.038713209331035614","0.038713209331035614","0.037649914622306824","0.037649914622306824","0.037649914622306824","0.03640417754650116","0.03640417754650116","0.03640417754650116","0.037486929446458817","0.037486929446458817","0.037486929446458817"
"43","0.04013807699084282","0.04013807699084282","0.04013807699084282","0.038817957043647766","0.038817957043647766","0.038817957043647766","0.03758876770734787","0.03758876770734787","0.03758876770734787","0.03575082868337631","0.03575082868337631","0.03575082868337631","0.03696361556649208","0.03696361556649208","0.03696361556649208"
"44","0.03859517350792885","0.03859517350792885","0.03859517350792885","0.03787607699632645","0.03787607699632645","0.03787607699632645","0.036974433809518814","0.036974433809518814","0.036974433809518814","0.036533813923597336","0.036533813923597336","0.036533813923597336","0.03669733554124832","0.03669733554124832","0.03669733554124832"
"45","0.038624804466962814","0.038624804466962814","0.038624804466962814","0.03769725188612938","0.03769725188612938","0.03769725188612938","0.036712490022182465","0.036712490022182465","0.036712490022182465","0.036096688359975815","0.036096688359975815","0.036096688359975815","0.03657839447259903","0.03657839447259903","0.03657839447259903"
"46","0.03814401850104332","0.03814401850104332","0.03814401850104332","0.03771389275789261","0.03771389275789261","0.03771389275789261","0.03802402317523956","0.03802402317523956","0.03802402317523956","0.0363108329474926","0.0363108329474926","0.0363108329474926","0.03617504611611366","0.03617504611611366","0.03617504611611366"
"47","0.039158593863248825","0.039158593863248825","0.039158593863248825","0.03748440742492676","0.03748440742492676","0.03748440742492676","0.037710465490818024","0.037710465490818024","0.037710465490818024","0.03625430539250374","0.03625430539250374","0.03625430539250374","0.036353033035993576","0.036353033035993576","0.036353033035993576"
"48","0.037800177931785583","0.037800177931785583","0.037800177931785583","0.03756079822778702","0.03756079822778702","0.03756079822778702","0.03749900683760643","0.03749900683760643","0.03749900683760643","0.03602326288819313","0.03602326288819313","0.03602326288819313","0.03643516078591347","0.03643516078591347","0.03643516078591347"
"49","0.03784782811999321","0.03784782811999321","0.03784782811999321","0.03726479038596153","0.03726479038596153","0.03726479038596153","0.037386469542980194","0.037386469542980194","0.037386469542980194","0.035622917115688324","0.035622917115688324","0.035622917115688324","0.036309875547885895","0.036309875547885895","0.036309875547885895"
