"Step","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_4 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_4 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_4 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_3 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_3 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_3 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_2 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_2 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_2 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_1 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_1 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_1 - train/loss__MAX","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_0 - train/loss","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_0 - train/loss__MIN","CostFourierVelModel_lr3e-4_g_0.99_bal_aug_l2_1e-7_s1_0 - train/loss__MAX"
"14","0.041858915239572525","0.041858915239572525","0.041858915239572525","0.04775996878743172","0.04775996878743172","0.04775996878743172","0.04101027175784111","0.04101027175784111","0.04101027175784111","0.04127722978591919","0.04127722978591919","0.04127722978591919","0.04178573936223984","0.04178573936223984","0.04178573936223984"
"15","0.04128548130393028","0.04128548130393028","0.04128548130393028","0.04621601477265358","0.04621601477265358","0.04621601477265358","0.04008316621184349","0.04008316621184349","0.04008316621184349","0.040848467499017715","0.040848467499017715","0.040848467499017715","0.04103018343448639","0.04103018343448639","0.04103018343448639"
"16","0.04014899954199791","0.04014899954199791","0.04014899954199791","0.04502331465482712","0.04502331465482712","0.04502331465482712","0.03984101861715317","0.03984101861715317","0.03984101861715317","0.040300700813531876","0.040300700813531876","0.040300700813531876","0.04064051806926727","0.04064051806926727","0.04064051806926727"
"17","0.039799921214580536","0.039799921214580536","0.039799921214580536","0.04278938099741936","0.04278938099741936","0.04278938099741936","0.039920907467603683","0.039920907467603683","0.039920907467603683","0.04049024358391762","0.04049024358391762","0.04049024358391762","0.04053400456905365","0.04053400456905365","0.04053400456905365"
"18","0.0396576002240181","0.0396576002240181","0.0396576002240181","0.04330327734351158","0.04330327734351158","0.04330327734351158","0.04025738313794136","0.04025738313794136","0.04025738313794136","0.04096200317144394","0.04096200317144394","0.04096200317144394","0.04033195227384567","0.04033195227384567","0.04033195227384567"
"19","0.03910759463906288","0.03910759463906288","0.03910759463906288","0.041987013071775436","0.041987013071775436","0.041987013071775436","0.039801232516765594","0.039801232516765594","0.039801232516765594","0.04041434824466705","0.04041434824466705","0.04041434824466705","0.03985436260700226","0.03985436260700226","0.03985436260700226"
"20","0.03949128836393356","0.03949128836393356","0.03949128836393356","0.0400005504488945","0.0400005504488945","0.0400005504488945","0.039423104375600815","0.039423104375600815","0.039423104375600815","0.04018617421388626","0.04018617421388626","0.04018617421388626","0.040128443390131","0.040128443390131","0.040128443390131"
"21","0.039440885186195374","0.039440885186195374","0.039440885186195374","0.040130455046892166","0.040130455046892166","0.040130455046892166","0.03878597170114517","0.03878597170114517","0.03878597170114517","0.039443615823984146","0.039443615823984146","0.039443615823984146","0.040317095816135406","0.040317095816135406","0.040317095816135406"
"22","0.03921518847346306","0.03921518847346306","0.03921518847346306","0.04054165259003639","0.04054165259003639","0.04054165259003639","0.038559965789318085","0.038559965789318085","0.038559965789318085","0.03956559672951698","0.03956559672951698","0.03956559672951698","0.040425293147563934","0.040425293147563934","0.040425293147563934"
"23","0.03918931260704994","0.03918931260704994","0.03918931260704994","0.04055694863200188","0.04055694863200188","0.04055694863200188","0.03890185430645943","0.03890185430645943","0.03890185430645943","0.039309609681367874","0.039309609681367874","0.039309609681367874","0.04006108269095421","0.04006108269095421","0.04006108269095421"
"24","0.03899547830224037","0.03899547830224037","0.03899547830224037","0.039668865501880646","0.039668865501880646","0.039668865501880646","0.03873484581708908","0.03873484581708908","0.03873484581708908","0.039389483630657196","0.039389483630657196","0.039389483630657196","0.03978043049573898","0.03978043049573898","0.03978043049573898"
"25","0.039266712963581085","0.039266712963581085","0.039266712963581085","0.040219251066446304","0.040219251066446304","0.040219251066446304","0.038671161979436874","0.038671161979436874","0.038671161979436874","0.03913594037294388","0.03913594037294388","0.03913594037294388","0.03958789259195328","0.03958789259195328","0.03958789259195328"
"26","0.03947664797306061","0.03947664797306061","0.03947664797306061","0.039501648396253586","0.039501648396253586","0.039501648396253586","0.038639143109321594","0.038639143109321594","0.038639143109321594","0.03925599530339241","0.03925599530339241","0.03925599530339241","0.03956727311015129","0.03956727311015129","0.03956727311015129"
"27","0.03884708881378174","0.03884708881378174","0.03884708881378174","0.03999986872076988","0.03999986872076988","0.03999986872076988","0.03888978064060211","0.03888978064060211","0.03888978064060211","0.03952014446258545","0.03952014446258545","0.03952014446258545","0.039137277752161026","0.039137277752161026","0.039137277752161026"
"28","0.03867953643202782","0.03867953643202782","0.03867953643202782","0.039667148143053055","0.039667148143053055","0.039667148143053055","0.03903250768780708","0.03903250768780708","0.03903250768780708","0.03906702250242233","0.03906702250242233","0.03906702250242233","0.039683710783720016","0.039683710783720016","0.039683710783720016"
"29","0.038309816271066666","0.038309816271066666","0.038309816271066666","0.03877892345190048","0.03877892345190048","0.03877892345190048","0.03870242089033127","0.03870242089033127","0.03870242089033127","0.03905385360121727","0.03905385360121727","0.03905385360121727","0.039436984807252884","0.039436984807252884","0.039436984807252884"
"30","0.03838048502802849","0.03838048502802849","0.03838048502802849","0.03959018737077713","0.03959018737077713","0.03959018737077713","0.03866700455546379","0.03866700455546379","0.03866700455546379","0.03892459720373154","0.03892459720373154","0.03892459720373154","0.0396760031580925","0.0396760031580925","0.0396760031580925"
"31","0.03802613168954849","0.03802613168954849","0.03802613168954849","0.03880811855196953","0.03880811855196953","0.03880811855196953","0.038254644721746445","0.038254644721746445","0.038254644721746445","0.03880718722939491","0.03880718722939491","0.03880718722939491","0.0393679104745388","0.0393679104745388","0.0393679104745388"
"32","0.03791731595993042","0.03791731595993042","0.03791731595993042","0.039145536720752716","0.039145536720752716","0.039145536720752716","0.03849286586046219","0.03849286586046219","0.03849286586046219","0.038571737706661224","0.038571737706661224","0.038571737706661224","0.038915522396564484","0.038915522396564484","0.038915522396564484"
"33","0.038308121263980865","0.038308121263980865","0.038308121263980865","0.039311982691287994","0.039311982691287994","0.039311982691287994","0.038357656449079514","0.038357656449079514","0.038357656449079514","0.038774728775024414","0.038774728775024414","0.038774728775024414","0.03918811306357384","0.03918811306357384","0.03918811306357384"
"34","0.03775736317038536","0.03775736317038536","0.03775736317038536","0.03871805593371391","0.03871805593371391","0.03871805593371391","0.037960585206747055","0.037960585206747055","0.037960585206747055","0.03849399834871292","0.03849399834871292","0.03849399834871292","0.038674626499414444","0.038674626499414444","0.038674626499414444"
"35","0.03790188580751419","0.03790188580751419","0.03790188580751419","0.03885253518819809","0.03885253518819809","0.03885253518819809","0.037978075444698334","0.037978075444698334","0.037978075444698334","0.038588523864746094","0.038588523864746094","0.038588523864746094","0.03910275176167488","0.03910275176167488","0.03910275176167488"
"36","0.037727151066064835","0.037727151066064835","0.037727151066064835","0.039705775678157806","0.039705775678157806","0.039705775678157806","0.03802097961306572","0.03802097961306572","0.03802097961306572","0.038494598120450974","0.038494598120450974","0.038494598120450974","0.03867712989449501","0.03867712989449501","0.03867712989449501"
"37","0.038006894290447235","0.038006894290447235","0.038006894290447235","0.03878450021147728","0.03878450021147728","0.03878450021147728","0.03779348358511925","0.03779348358511925","0.03779348358511925","0.03860786184668541","0.03860786184668541","0.03860786184668541","0.03852543607354164","0.03852543607354164","0.03852543607354164"
"38","0.037932202219963074","0.037932202219963074","0.037932202219963074","0.03913168981671333","0.03913168981671333","0.03913168981671333","0.03803519904613495","0.03803519904613495","0.03803519904613495","0.03836623951792717","0.03836623951792717","0.03836623951792717","0.038612231612205505","0.038612231612205505","0.038612231612205505"
"39","0.03789481148123741","0.03789481148123741","0.03789481148123741","0.03818928077816963","0.03818928077816963","0.03818928077816963","0.03788767755031586","0.03788767755031586","0.03788767755031586","0.03845767304301262","0.03845767304301262","0.03845767304301262","0.03854304552078247","0.03854304552078247","0.03854304552078247"
"40","0.03744899481534958","0.03744899481534958","0.03744899481534958","0.03831399232149124","0.03831399232149124","0.03831399232149124","0.03798339515924454","0.03798339515924454","0.03798339515924454","0.03846156224608421","0.03846156224608421","0.03846156224608421","0.038498736917972565","0.038498736917972565","0.038498736917972565"
"41","0.037564441561698914","0.037564441561698914","0.037564441561698914","0.03792109712958336","0.03792109712958336","0.03792109712958336","0.037980906665325165","0.037980906665325165","0.037980906665325165","0.03891165554523468","0.03891165554523468","0.03891165554523468","0.03853281959891319","0.03853281959891319","0.03853281959891319"
"42","0.037309639155864716","0.037309639155864716","0.037309639155864716","0.03832561522722244","0.03832561522722244","0.03832561522722244","0.03772098943591118","0.03772098943591118","0.03772098943591118","0.039311911910772324","0.039311911910772324","0.039311911910772324","0.03868488967418671","0.03868488967418671","0.03868488967418671"
"43","0.03684898838400841","0.03684898838400841","0.03684898838400841","0.037941861897706985","0.037941861897706985","0.037941861897706985","0.03756774961948395","0.03756774961948395","0.03756774961948395","0.03863729536533356","0.03863729536533356","0.03863729536533356","0.03820861876010895","0.03820861876010895","0.03820861876010895"
"44","0.03685342147946358","0.03685342147946358","0.03685342147946358","0.037670720368623734","0.037670720368623734","0.037670720368623734","0.03748558089137077","0.03748558089137077","0.03748558089137077","0.03792089968919754","0.03792089968919754","0.03792089968919754","0.03844881430268288","0.03844881430268288","0.03844881430268288"
"45","0.036849264055490494","0.036849264055490494","0.036849264055490494","0.037853699177503586","0.037853699177503586","0.037853699177503586","0.03774120658636093","0.03774120658636093","0.03774120658636093","0.03825678676366806","0.03825678676366806","0.03825678676366806","0.03804340213537216","0.03804340213537216","0.03804340213537216"
"46","0.03729037567973137","0.03729037567973137","0.03729037567973137","0.03782059997320175","0.03782059997320175","0.03782059997320175","0.03734681382775307","0.03734681382775307","0.03734681382775307","0.03826340660452843","0.03826340660452843","0.03826340660452843","0.03859031945466995","0.03859031945466995","0.03859031945466995"
"47","0.0368344821035862","0.0368344821035862","0.0368344821035862","0.03747006133198738","0.03747006133198738","0.03747006133198738","0.037291765213012695","0.037291765213012695","0.037291765213012695","0.03827430680394173","0.03827430680394173","0.03827430680394173","0.037825822830200195","0.037825822830200195","0.037825822830200195"
"48","0.03654695674777031","0.03654695674777031","0.03654695674777031","0.03756556659936905","0.03756556659936905","0.03756556659936905","0.03730521351099014","0.03730521351099014","0.03730521351099014","0.03830576688051224","0.03830576688051224","0.03830576688051224","0.03775254637002945","0.03775254637002945","0.03775254637002945"
"49","0.036290306597948074","0.036290306597948074","0.036290306597948074","0.03856894001364708","0.03856894001364708","0.03856894001364708","0.037307258695364","0.037307258695364","0.037307258695364","0.038319725543260574","0.038319725543260574","0.038319725543260574","0.03721965104341507","0.03721965104341507","0.03721965104341507"
