"Step","CostFourierVelModel_MLP_512_freqs_32_4 - train/loss","CostFourierVelModel_MLP_512_freqs_32_4 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_32_4 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_32_3 - train/loss","CostFourierVelModel_MLP_512_freqs_32_3 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_32_3 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_32_2 - train/loss","CostFourierVelModel_MLP_512_freqs_32_2 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_32_2 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_32_1 - train/loss","CostFourierVelModel_MLP_512_freqs_32_1 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_32_1 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_32_0 - train/loss","CostFourierVelModel_MLP_512_freqs_32_0 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_32_0 - train/loss__MAX"
"10","0.04203004017472267","0.04203004017472267","0.04203004017472267","0.05323662981390953","0.05323662981390953","0.05323662981390953","0.042080946266651154","0.042080946266651154","0.042080946266651154","0.045162979513406754","0.045162979513406754","0.045162979513406754","0.0463908389210701","0.0463908389210701","0.0463908389210701"
"11","0.041646502912044525","0.041646502912044525","0.041646502912044525","0.05127523094415665","0.05127523094415665","0.05127523094415665","0.04159863665699959","0.04159863665699959","0.04159863665699959","0.04424610361456871","0.04424610361456871","0.04424610361456871","0.046080250293016434","0.046080250293016434","0.046080250293016434"
"12","0.04092637449502945","0.04092637449502945","0.04092637449502945","0.05218503996729851","0.05218503996729851","0.05218503996729851","0.04079024866223335","0.04079024866223335","0.04079024866223335","0.043355271220207214","0.043355271220207214","0.043355271220207214","0.04522903636097908","0.04522903636097908","0.04522903636097908"
"13","0.04019026458263397","0.04019026458263397","0.04019026458263397","0.050398651510477066","0.050398651510477066","0.050398651510477066","0.040318358689546585","0.040318358689546585","0.040318358689546585","0.04305266961455345","0.04305266961455345","0.04305266961455345","0.04417150095105171","0.04417150095105171","0.04417150095105171"
"14","0.03983483090996742","0.03983483090996742","0.03983483090996742","0.050327401608228683","0.050327401608228683","0.050327401608228683","0.040750253945589066","0.040750253945589066","0.040750253945589066","0.04275893419981003","0.04275893419981003","0.04275893419981003","0.04395885393023491","0.04395885393023491","0.04395885393023491"
"15","0.039772771298885345","0.039772771298885345","0.039772771298885345","0.048436228185892105","0.048436228185892105","0.048436228185892105","0.040202196687459946","0.040202196687459946","0.040202196687459946","0.04198643937706947","0.04198643937706947","0.04198643937706947","0.0428856685757637","0.0428856685757637","0.0428856685757637"
"16","0.039454225450754166","0.039454225450754166","0.039454225450754166","0.04642367735505104","0.04642367735505104","0.04642367735505104","0.03970318287611008","0.03970318287611008","0.03970318287611008","0.04113578796386719","0.04113578796386719","0.04113578796386719","0.041909217834472656","0.041909217834472656","0.041909217834472656"
"17","0.03936845064163208","0.03936845064163208","0.03936845064163208","0.04394596815109253","0.04394596815109253","0.04394596815109253","0.03938635066151619","0.03938635066151619","0.03938635066151619","0.04138880595564842","0.04138880595564842","0.04138880595564842","0.041674453765153885","0.041674453765153885","0.041674453765153885"
"18","0.0393674261868","0.0393674261868","0.0393674261868","0.04157452657818794","0.04157452657818794","0.04157452657818794","0.03924516960978508","0.03924516960978508","0.03924516960978508","0.04098658636212349","0.04098658636212349","0.04098658636212349","0.04140153154730797","0.04140153154730797","0.04140153154730797"
"19","0.03953320160508156","0.03953320160508156","0.03953320160508156","0.04354524984955788","0.04354524984955788","0.04354524984955788","0.039030466228723526","0.039030466228723526","0.039030466228723526","0.0408308319747448","0.0408308319747448","0.0408308319747448","0.04152209311723709","0.04152209311723709","0.04152209311723709"
"20","0.03968025743961334","0.03968025743961334","0.03968025743961334","0.04408803954720497","0.04408803954720497","0.04408803954720497","0.0391448475420475","0.0391448475420475","0.0391448475420475","0.04007343202829361","0.04007343202829361","0.04007343202829361","0.04151592031121254","0.04151592031121254","0.04151592031121254"
"21","0.03958587720990181","0.03958587720990181","0.03958587720990181","0.04622407257556915","0.04622407257556915","0.04622407257556915","0.03869794309139252","0.03869794309139252","0.03869794309139252","0.04051912948489189","0.04051912948489189","0.04051912948489189","0.04048599675297737","0.04048599675297737","0.04048599675297737"
"22","0.03918803483247757","0.03918803483247757","0.03918803483247757","0.0440446138381958","0.0440446138381958","0.0440446138381958","0.03869680315256119","0.03869680315256119","0.03869680315256119","0.040166545659303665","0.040166545659303665","0.040166545659303665","0.042537201195955276","0.042537201195955276","0.042537201195955276"
"23","0.03943387418985367","0.03943387418985367","0.03943387418985367","0.042208269238471985","0.042208269238471985","0.042208269238471985","0.03905502334237099","0.03905502334237099","0.03905502334237099","0.03993338346481323","0.03993338346481323","0.03993338346481323","0.04067709669470787","0.04067709669470787","0.04067709669470787"
"24","0.039666496217250824","0.039666496217250824","0.039666496217250824","0.04238457605242729","0.04238457605242729","0.04238457605242729","0.039729952812194824","0.039729952812194824","0.039729952812194824","0.039725907146930695","0.039725907146930695","0.039725907146930695","0.040931131690740585","0.040931131690740585","0.040931131690740585"
"25","0.03991202637553215","0.03991202637553215","0.03991202637553215","0.04017641767859459","0.04017641767859459","0.04017641767859459","0.03972771391272545","0.03972771391272545","0.03972771391272545","0.039660871028900146","0.039660871028900146","0.039660871028900146","0.04149001091718674","0.04149001091718674","0.04149001091718674"
"26","0.03946288675069809","0.03946288675069809","0.03946288675069809","0.04029741510748863","0.04029741510748863","0.04029741510748863","0.0390692800283432","0.0390692800283432","0.0390692800283432","0.03963309898972511","0.03963309898972511","0.03963309898972511","0.040629662573337555","0.040629662573337555","0.040629662573337555"
"27","0.039227183908224106","0.039227183908224106","0.039227183908224106","0.0401851050555706","0.0401851050555706","0.0401851050555706","0.03844434767961502","0.03844434767961502","0.03844434767961502","0.03953783959150314","0.03953783959150314","0.03953783959150314","0.040192726999521255","0.040192726999521255","0.040192726999521255"
"28","0.03839268535375595","0.03839268535375595","0.03839268535375595","0.040195103734731674","0.040195103734731674","0.040195103734731674","0.03874306008219719","0.03874306008219719","0.03874306008219719","0.03993724286556244","0.03993724286556244","0.03993724286556244","0.039580248296260834","0.039580248296260834","0.039580248296260834"
"29","0.03872084617614746","0.03872084617614746","0.03872084617614746","0.03944611921906471","0.03944611921906471","0.03944611921906471","0.03811695799231529","0.03811695799231529","0.03811695799231529","0.0392366386950016","0.0392366386950016","0.0392366386950016","0.04010183364152908","0.04010183364152908","0.04010183364152908"
"30","0.03880085423588753","0.03880085423588753","0.03880085423588753","0.040274832397699356","0.040274832397699356","0.040274832397699356","0.0381244421005249","0.0381244421005249","0.0381244421005249","0.03917074576020241","0.03917074576020241","0.03917074576020241","0.039492201060056686","0.039492201060056686","0.039492201060056686"
"31","0.03849135339260101","0.03849135339260101","0.03849135339260101","0.04040174186229706","0.04040174186229706","0.04040174186229706","0.03776542842388153","0.03776542842388153","0.03776542842388153","0.03915466368198395","0.03915466368198395","0.03915466368198395","0.03982952609658241","0.03982952609658241","0.03982952609658241"
"32","0.03821493685245514","0.03821493685245514","0.03821493685245514","0.04013951122760773","0.04013951122760773","0.04013951122760773","0.03816881403326988","0.03816881403326988","0.03816881403326988","0.03911561891436577","0.03911561891436577","0.03911561891436577","0.04039356857538223","0.04039356857538223","0.04039356857538223"
"33","0.03900216892361641","0.03900216892361641","0.03900216892361641","0.039455659687519073","0.039455659687519073","0.039455659687519073","0.03845285624265671","0.03845285624265671","0.03845285624265671","0.03901863098144531","0.03901863098144531","0.03901863098144531","0.03983207046985626","0.03983207046985626","0.03983207046985626"
"34","0.038677070289850235","0.038677070289850235","0.038677070289850235","0.03951907902956009","0.03951907902956009","0.03951907902956009","0.038110148161649704","0.038110148161649704","0.038110148161649704","0.03910721465945244","0.03910721465945244","0.03910721465945244","0.03991222381591797","0.03991222381591797","0.03991222381591797"
"35","0.038242269307374954","0.038242269307374954","0.038242269307374954","0.03913935646414757","0.03913935646414757","0.03913935646414757","0.03804655000567436","0.03804655000567436","0.03804655000567436","0.03884388878941536","0.03884388878941536","0.03884388878941536","0.03919448330998421","0.03919448330998421","0.03919448330998421"
"36","0.03827011212706566","0.03827011212706566","0.03827011212706566","0.038768220692873","0.038768220692873","0.038768220692873","0.03818070515990257","0.03818070515990257","0.03818070515990257","0.039020415395498276","0.039020415395498276","0.039020415395498276","0.03884799778461456","0.03884799778461456","0.03884799778461456"
"37","0.03807567432522774","0.03807567432522774","0.03807567432522774","0.03898106515407562","0.03898106515407562","0.03898106515407562","0.038070354610681534","0.038070354610681534","0.038070354610681534","0.03873949125409126","0.03873949125409126","0.03873949125409126","0.03931417688727379","0.03931417688727379","0.03931417688727379"
"38","0.037810761481523514","0.037810761481523514","0.037810761481523514","0.038441285490989685","0.038441285490989685","0.038441285490989685","0.03801124915480614","0.03801124915480614","0.03801124915480614","0.03869829326868057","0.03869829326868057","0.03869829326868057","0.03875517100095749","0.03875517100095749","0.03875517100095749"
"39","0.038312021642923355","0.038312021642923355","0.038312021642923355","0.0387498140335083","0.0387498140335083","0.0387498140335083","0.037876103073358536","0.037876103073358536","0.037876103073358536","0.03834234178066254","0.03834234178066254","0.03834234178066254","0.03883917257189751","0.03883917257189751","0.03883917257189751"
"40","0.03796917572617531","0.03796917572617531","0.03796917572617531","0.03868522122502327","0.03868522122502327","0.03868522122502327","0.03775658458471298","0.03775658458471298","0.03775658458471298","0.03823971003293991","0.03823971003293991","0.03823971003293991","0.03877496346831322","0.03877496346831322","0.03877496346831322"
"41","0.03775158151984215","0.03775158151984215","0.03775158151984215","0.03881782293319702","0.03881782293319702","0.03881782293319702","0.03768948093056679","0.03768948093056679","0.03768948093056679","0.03870609030127525","0.03870609030127525","0.03870609030127525","0.03883315622806549","0.03883315622806549","0.03883315622806549"
"42","0.03788295015692711","0.03788295015692711","0.03788295015692711","0.03897096589207649","0.03897096589207649","0.03897096589207649","0.037087332457304","0.037087332457304","0.037087332457304","0.03839792311191559","0.03839792311191559","0.03839792311191559","0.038905929774045944","0.038905929774045944","0.038905929774045944"
"43","0.03788841515779495","0.03788841515779495","0.03788841515779495","0.03843220695853233","0.03843220695853233","0.03843220695853233","0.03722599893808365","0.03722599893808365","0.03722599893808365","0.03834499418735504","0.03834499418735504","0.03834499418735504","0.03928583487868309","0.03928583487868309","0.03928583487868309"
"44","0.03808261454105377","0.03808261454105377","0.03808261454105377","0.03841942548751831","0.03841942548751831","0.03841942548751831","0.03765790909528732","0.03765790909528732","0.03765790909528732","0.03822295367717743","0.03822295367717743","0.03822295367717743","0.039082806557416916","0.039082806557416916","0.039082806557416916"
"45","0.03828158602118492","0.03828158602118492","0.03828158602118492","0.03838018700480461","0.03838018700480461","0.03838018700480461","0.03786196559667587","0.03786196559667587","0.03786196559667587","0.0382213369011879","0.0382213369011879","0.0382213369011879","0.038414303213357925","0.038414303213357925","0.038414303213357925"
"46","0.03781420737504959","0.03781420737504959","0.03781420737504959","0.03819208964705467","0.03819208964705467","0.03819208964705467","0.037020374089479446","0.037020374089479446","0.037020374089479446","0.03836040571331978","0.03836040571331978","0.03836040571331978","0.038540855050086975","0.038540855050086975","0.038540855050086975"
"47","0.03767256811261177","0.03767256811261177","0.03767256811261177","0.03808927536010742","0.03808927536010742","0.03808927536010742","0.03676674887537956","0.03676674887537956","0.03676674887537956","0.03833673894405365","0.03833673894405365","0.03833673894405365","0.03854701668024063","0.03854701668024063","0.03854701668024063"
"48","0.03741158917546272","0.03741158917546272","0.03741158917546272","0.03814996778964996","0.03814996778964996","0.03814996778964996","0.03684661164879799","0.03684661164879799","0.03684661164879799","0.03828030452132225","0.03828030452132225","0.03828030452132225","0.03854205831885338","0.03854205831885338","0.03854205831885338"
"49","0.037407103925943375","0.037407103925943375","0.037407103925943375","0.03897326439619064","0.03897326439619064","0.03897326439619064","0.037663303315639496","0.037663303315639496","0.037663303315639496","0.03763584420084953","0.03763584420084953","0.03763584420084953","0.038231026381254196","0.038231026381254196","0.038231026381254196"
