"Step","CostFourierVelModel_MLP_512_freqs_8_4 - train/loss","CostFourierVelModel_MLP_512_freqs_8_4 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_8_4 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_8_3 - train/loss","CostFourierVelModel_MLP_512_freqs_8_3 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_8_3 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_8_2 - train/loss","CostFourierVelModel_MLP_512_freqs_8_2 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_8_2 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_8_1 - train/loss","CostFourierVelModel_MLP_512_freqs_8_1 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_8_1 - train/loss__MAX","CostFourierVelModel_MLP_512_freqs_8_0 - train/loss","CostFourierVelModel_MLP_512_freqs_8_0 - train/loss__MIN","CostFourierVelModel_MLP_512_freqs_8_0 - train/loss__MAX"
"32","0.03874742239713669","0.03874742239713669","0.03874742239713669","0.04013434797525406","0.04013434797525406","0.04013434797525406","0.04042607545852661","0.04042607545852661","0.04042607545852661","0.03991004452109337","0.03991004452109337","0.03991004452109337","0.0391463041305542","0.0391463041305542","0.0391463041305542"
"33","0.038986172527074814","0.038986172527074814","0.038986172527074814","0.03921819105744362","0.03921819105744362","0.03921819105744362","0.03933458402752876","0.03933458402752876","0.03933458402752876","0.04099710285663605","0.04099710285663605","0.04099710285663605","0.03892775997519493","0.03892775997519493","0.03892775997519493"
"34","0.03942255303263664","0.03942255303263664","0.03942255303263664","0.038995519280433655","0.038995519280433655","0.038995519280433655","0.03918014094233513","0.03918014094233513","0.03918014094233513","0.03913866728544235","0.03913866728544235","0.03913866728544235","0.038413651287555695","0.038413651287555695","0.038413651287555695"
"35","0.03854444995522499","0.03854444995522499","0.03854444995522499","0.03846175968647003","0.03846175968647003","0.03846175968647003","0.03882436826825142","0.03882436826825142","0.03882436826825142","0.03956400230526924","0.03956400230526924","0.03956400230526924","0.03868890926241875","0.03868890926241875","0.03868890926241875"
"36","0.03912321478128433","0.03912321478128433","0.03912321478128433","0.038818057626485825","0.038818057626485825","0.038818057626485825","0.03914409503340721","0.03914409503340721","0.03914409503340721","0.038674496114254","0.038674496114254","0.038674496114254","0.03877641260623932","0.03877641260623932","0.03877641260623932"
"37","0.03866661712527275","0.03866661712527275","0.03866661712527275","0.03892989829182625","0.03892989829182625","0.03892989829182625","0.03831636533141136","0.03831636533141136","0.03831636533141136","0.038933396339416504","0.038933396339416504","0.038933396339416504","0.0389905609190464","0.0389905609190464","0.0389905609190464"
"38","0.03850940987467766","0.03850940987467766","0.03850940987467766","0.03867850452661514","0.03867850452661514","0.03867850452661514","0.03873191773891449","0.03873191773891449","0.03873191773891449","0.038397133350372314","0.038397133350372314","0.038397133350372314","0.0391523502767086","0.0391523502767086","0.0391523502767086"
"39","0.038801614195108414","0.038801614195108414","0.038801614195108414","0.03825954347848892","0.03825954347848892","0.03825954347848892","0.03856213018298149","0.03856213018298149","0.03856213018298149","0.038756441324949265","0.038756441324949265","0.038756441324949265","0.03873046860098839","0.03873046860098839","0.03873046860098839"
"40","0.038490936160087585","0.038490936160087585","0.038490936160087585","0.03811667859554291","0.03811667859554291","0.03811667859554291","0.03857249394059181","0.03857249394059181","0.03857249394059181","0.03909539431333542","0.03909539431333542","0.03909539431333542","0.03848404437303543","0.03848404437303543","0.03848404437303543"
"41","0.03856809064745903","0.03856809064745903","0.03856809064745903","0.0380987673997879","0.0380987673997879","0.0380987673997879","0.038631003350019455","0.038631003350019455","0.038631003350019455","0.03908051550388336","0.03908051550388336","0.03908051550388336","0.038056354969739914","0.038056354969739914","0.038056354969739914"
"42","0.03885117545723915","0.03885117545723915","0.03885117545723915","0.03816843405365944","0.03816843405365944","0.03816843405365944","0.038231540471315384","0.038231540471315384","0.038231540471315384","0.039431605488061905","0.039431605488061905","0.039431605488061905","0.038229260593652725","0.038229260593652725","0.038229260593652725"
"43","0.03815247491002083","0.03815247491002083","0.03815247491002083","0.0378781296312809","0.0378781296312809","0.0378781296312809","0.038252390921115875","0.038252390921115875","0.038252390921115875","0.038481611758470535","0.038481611758470535","0.038481611758470535","0.038166966289281845","0.038166966289281845","0.038166966289281845"
"44","0.03839404508471489","0.03839404508471489","0.03839404508471489","0.03810553997755051","0.03810553997755051","0.03810553997755051","0.038372255861759186","0.038372255861759186","0.038372255861759186","0.03860752657055855","0.03860752657055855","0.03860752657055855","0.038431424647569656","0.038431424647569656","0.038431424647569656"
"45","0.03858031705021858","0.03858031705021858","0.03858031705021858","0.03774081543087959","0.03774081543087959","0.03774081543087959","0.038626570254564285","0.038626570254564285","0.038626570254564285","0.03901981562376022","0.03901981562376022","0.03901981562376022","0.0380447618663311","0.0380447618663311","0.0380447618663311"
"46","0.03837496414780617","0.03837496414780617","0.03837496414780617","0.03795143589377403","0.03795143589377403","0.03795143589377403","0.037813544273376465","0.037813544273376465","0.037813544273376465","0.03999418392777443","0.03999418392777443","0.03999418392777443","0.037676822394132614","0.037676822394132614","0.037676822394132614"
"47","0.0393330417573452","0.0393330417573452","0.0393330417573452","0.03796903043985367","0.03796903043985367","0.03796903043985367","0.03840223699808121","0.03840223699808121","0.03840223699808121","0.03954685106873512","0.03954685106873512","0.03954685106873512","0.03797806054353714","0.03797806054353714","0.03797806054353714"
"48","0.03857923299074173","0.03857923299074173","0.03857923299074173","0.037809599190950394","0.037809599190950394","0.037809599190950394","0.03873496502637863","0.03873496502637863","0.03873496502637863","0.0389917716383934","0.0389917716383934","0.0389917716383934","0.03837372362613678","0.03837372362613678","0.03837372362613678"
"49","0.03863406926393509","0.03863406926393509","0.03863406926393509","0.03756161406636238","0.03756161406636238","0.03756161406636238","0.03831801936030388","0.03831801936030388","0.03831801936030388","0.038630858063697815","0.038630858063697815","0.038630858063697815","0.03812364488840103","0.03812364488840103","0.03812364488840103"
